train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.07175500407814979,0.06077838646138416,0.0005,1,2,300
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0577259708493948,0.059347738983000026,0.0005,1,2,300
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05696266777068377,0.058889562724267736,0.0005,1,2,300
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05658833076059818,0.05856259842129315,0.0005,1,2,300
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.056297965973615645,0.058267068941803536,0.0005,1,2,300
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0714545630812645,0.06084490109015914,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05780021874606609,0.05938466200057198,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.056973940908908845,0.058881249629399356,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0565717637911439,0.05852623776477926,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.056273062348365786,0.05825971388641526,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05601657358556986,0.05799800879815045,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05580021781474352,0.05781486385008868,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05563785330206156,0.057694569440448984,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.055502815797924994,0.05754093143869849,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05539530021697283,0.05745820283889771,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05530020695924759,0.05735608612789827,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.055222841665148736,0.05727453585056698,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05515397480130196,0.05722204194349401,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05509862087666988,0.05716947492431192,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05504783164709806,0.057113948315382,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.055011436223983766,0.057081572036532795,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054967698752880094,0.057043391474906134,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054938805028796195,0.05701553811921793,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05490920194983483,0.05698308802702848,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05488397133350372,0.056964820535743935,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05485893697291613,0.056943769919521665,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054840984858572486,0.05691897959393614,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054819576494395734,0.05690491191604558,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05480270676314831,0.056880935360403624,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05478590315580368,0.05686550267478999,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05477245479077101,0.05685314029455185,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0547589496076107,0.056845273419338115,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05474690286815166,0.056829984372153,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054734359204769135,0.056818423148463755,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05472488712519407,0.05680564706816393,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054714217238128186,0.0567954480472733,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05470553956925869,0.056792375050923403,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05469579583406448,0.05677646924467648,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054686433404684064,0.05678205975714852,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054679333999753,0.05676426373860415,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05467338015884161,0.05675792663412935,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05466609831154347,0.056764151041998584,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05466034172475338,0.056747874968192155,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0546533672362566,0.05673722013831139,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05464926210790873,0.05673676844028865,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05464261726289987,0.05672751330277499,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054637337401509285,0.05672414478133706,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054633060492575165,0.05671741222634035,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05462839355319738,0.05671544557108599,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05462440183758736,0.056710583024165206,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05462046425789595,0.05670923196217593,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054615681938827036,0.05670554495909635,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05461246301978827,0.056697597293292774,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0546085971519351,0.05669858101536246,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.054606034874916075,0.05669497189276359,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.0546024629175663,0.05668769361341701,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05459982997924089,0.05668566808981054,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05459646496921778,0.05668667006141999,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05459414102137089,0.05667906115160269,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
0.05459109712392092,0.05667886659502983,0.0005,1,2,100
train_loss,val_loss,lr,acc_size,upscale_factor,num_epochs
